"","TREATMENT","M_SNC_MST_RCNT_ACT_OPN","TOT_HI_CRDT_CRDT_LMT","RATIO_BAL_TO_HI_CRDT","AGRGT_BAL_ALL_XCLD_MRTG","N_OF_SATISFY_FNC_REV_ACTS","AVG_BAL_ALL_FNC_REV_ACTS","N_BANK_INSTLACTS","M_SNCOLDST_BNKINSTL_ACTOPN","N_FNC_INSTLACTS","N_SATISFY_INSTL_ACTS","M_SNC_MSTREC_INSTL_TRD_OPN","TOT_INSTL_HI_CRDT_CRDT_LMT","M_SNC_OLDST_MRTG_ACT_OPN","M_SNC_MSTRCNT_MRTG_ACT_UPD","M_SNC_MST_RCNT_MRTG_DEAL","N30D_ORWRS_RTNG_MRTG_ACTS","N_OF_MRTG_ACTS_DLINQ_24M","N_SATISFY_PRSNL_FNC_ACTS","RATIO_PRSNL_FNC_BAL2HICRDT","TOT_OTHRFIN_HICRDT_CRDTLMT","N_SATISFY_OIL_NATIONL_ACTS","M_SNCOLDST_OIL_NTN_TRD_OPN","N_BC_ACTS_OPN_IN_12M","N_BC_ACTS_OPN_IN_24M","AVG_BAL_ALL_PRM_BC_ACTS","N_RETAIL_ACTS_OPN_IN_24M","M_SNC_OLDST_RETAIL_ACT_OPN","RATIO_RETAIL_BAL2HI_CRDT","TOT_BAL_ALL_DPT_STORE_ACTS","N_30D_RATINGS","N_120D_RATINGS","N_30D_AND_60D_RATINGS","N_ACTS_WITH_MXD_3_IN_24M","N_ACTS_WITH_MXD_4_IN_24M","PRCNT_OF_ACTS_NEVER_DLQNT","N_ACTS_90D_PLS_LTE_IN_6M","TOT_NOW_LTE","N_DEROG_PUB_RECS","N_INQUIRIES","N_FNC_ACTS_VRFY_IN_12M","N_OPEN_REV_ACTS","N_FNC_ACTS_OPN_IN_12M","HI_RETAIL_CRDT_LMT","N_PUB_REC_ACT_LINE_DEROGS","M_SNC_MST_RCNT_60_DAY_RTNG","N_DISPUTED_ACTS","AUTO_HI_CRDT_2_ACTUAL","MRTG_1_MONTHLY_PAYMENT","MRTG_2_CURRENT_BAL","PREM_BANKCARD_CRED_LMT","STUDENT_HI_CRED_RANGE","AUTO_2_OPEN_DATE_YRS","MAX_MRTG_CLOSE_DATE","UPSCALE_OPEN_DATE_YRS","STUDENT_OPEN_DATE_YRS","FNC_CARD_OPEN_DATE_YRS","AGE","D_DEPTCARD","D_REGION_A","D_REGION_B","D_REGION_C","D_NA_M_SNC_MST_RCNT_ACT_OPN","D_NA_AVG_BAL_ALL_FNC_REV_ACTS","D_NA_M_SNCOLDST_BNKINSTL_ACTOPN","D_NA_M_SNC_OLDST_MRTG_ACT_OPN","D_NA_M_SNC_MST_RCNT_MRTG_DEAL","D_NA_RATIO_PRSNL_FNC_BAL2HICRDT","PURCHASE","UNIQUE_ID"
"40011",1,4,16326,92.9,15170,0,1767.19720263553,0,99.7895825049702,1,0,27,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,24,2,5,2494.41434114311,0,94,95.3,3144,12,0,15,1,0,76.5,0,1677,3,8,0,14,0,3100,4,0,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,55,1,0,0,1,0,1,1,1,1,1,1,1722
"51046",0,7,17044,40.1,6837,2,558,0,99.7895825049702,2,0,16,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,23.3,0,0,186.509424603175,0,3,2494.41434114311,4,33,56.7,2720,1,0,1,0,0,86.4,1,166,0,5,3,14,1,1200,1,0,0,0,0,0,0,0,2.33854038383041,3.16229464726075,-0.205479452054795,2.47417142158413,1.28373307817375,32,1,1,0,0,0,0,1,1,1,0,0,1723
"62481",1,280,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,280,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,51,0,1,0,0,0,1,1,1,1,1,0,1724
"19921",0,39,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,55,0,0,0,0,0,1,1,1,1,1,0,1725
"64608",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,2,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,28,0,0,0,0,1,1,1,1,1,1,0,1726
"11013",1,68,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,68,11.4912303766143,0,0,0,0,0,0,100,0,0,0,4,0,0,0,0,2,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,57,0,0,0,1,0,1,1,1,1,1,0,1727
"41581",1,8,255275,27.1,69305,1,0,8,153,2,4,8,87875,292,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,3400,0,186.509424603175,0,0,216,0,437,0.6,62,0,0,0,0,0,100,0,0,0,0,1,20,0,7100,0,21.1226750686045,0,0,470,0,35000,8,2.33854038383041,2.79178082191781,7.48136906265982,4.24931506849315,1.28373307817375,72,1,0,0,0,0,0,0,0,1,1,1,1728
"38209",0,100,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,1.79178082191781,7.48136906265982,2.47417142158413,1.28373307817375,76,0,0,1,0,0,1,1,1,1,1,0,1729
"87852",0,37,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,1,0,37,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,33,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,53,0,0,0,0,0,1,1,1,1,1,0,1730
"98930",0,14,12000,2.4,287,0,1767.19720263553,1,99,0,0,99,0,408,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,196,0,1,272,0,115,11.4912303766143,0,1,0,1,0,0,93.3,0,0,0,1,0,4,0,0,0,21.1226750686045,0,0,337,0,10000,0,2.33854038383041,5.29041095890411,7.48136906265982,2.47417142158413,1.28373307817375,38,0,0,0,0,0,1,0,0,1,1,1,1731
"15989",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,95,0,0,1,0,1,1,1,1,1,1,0,1732
"52175",0,20,428,48.1,206,0,1767.19720263553,1,74,2,0,55,0,42,0.664687749743121,21,10,1,0,51.7304117647059,0,0,186.509424603175,0,1,2494.41434114311,0,102,11.4912303766143,0,13,27,29,0,0,28.6,1,0,3,16,0,2,0,0,4,1,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,40,0,0,0,1,0,1,0,0,0,1,0,1733
"82633",0,28,71194,24.5,17471,2,0,2,72,2,1,28,13294,73,0.664687749743121,25.8628775834658,0,0,1,71,400,0,186.509424603175,0,0,2436,0,164.238899803536,11.4912303766143,0,1,0,1,0,0,89.5,0,0,0,0,3,10,0,0,0,21.1226750686045,0,19545,592,0,10500,0,3.03766749008159,0.120547945205479,7.48136906265982,2.47417142158413,2.37260273972603,48,0,0,0,0,0,0,0,0,1,0,0,1734
"62660",1,11,390311,7.6,7997,3,0,4,109,4,2,23,14178,167,1,25.8628775834658,0,0,1,0,194700,0,186.509424603175,1,2,604,0,106,0,0,0,0,0,0,0,94.4,0,0,0,2,3,14,1,500,0,69,0,9178,1151,0,15800,0,1.95616438356164,3.16229464726075,3.7041095890411,2.47417142158413,1.28373307817375,41,1,0,0,1,0,0,0,0,1,0,0,1735
"99528",1,3,165800,0.3,38746,0,1767.19720263553,2,147,0,0,38,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,32,0,390,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,0,13,0,0,0,21.1226750686045,0,0,376,0,15000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,64,0,0,0,0,0,1,0,1,1,1,1,1736
"96235",0,58,24869,27.5,6845,0,1767.19720263553,0,99.7895825049702,1,1,58,24869,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,27.5,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,9,0,9,0,0,0,0,0,0,0,1,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,4.87123287671233,63,0,1,0,0,0,1,1,1,1,0,1,1737
"53970",1,3,17510,80.1,14031,0,1767.19720263553,0,99.7895825049702,6,4,3,8110,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,83.3,7330,0,186.509424603175,1,1,9362,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,4,1,3,0,0,21.1226750686045,0,5600,0,0,0,0,0.0383561643835616,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,39,1,0,0,0,0,1,1,1,1,0,0,1738
"90936",0,43,20700,38.9,8044,1,0,3,93,1,0,44,0,60,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,375,0,0,7676,0,212,12.3,368,0,0,0,0,0,100,0,0,0,1,1,4,0,3000,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,47,0,0,0,1,0,0,0,0,1,1,1,1739
"78256",1,25,172950,0.9,873,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,362,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,146,0,244,0,0,0,0,0,0,0,100,0,0,0,0,0,13,0,4000,0,21.1226750686045,0,0,415,0,10000,0,2.33854038383041,3.16229464726075,4.12054794520548,2.47417142158413,1.28373307817375,100,1,1,0,0,0,1,1,0,1,1,0,1740
"38132",1,4,436023,69.6,133474,2,84,0,99.7895825049702,1,2,18,50437,107,1,68,1,0,0,51.7304117647059,36676,0,186.509424603175,2,5,8845,4,139,31.6,3507,2,0,2,0,0,93.5,0,0,0,11,3,13,1,3000,0,21.1226750686045,0,0,1406,0,0,8,2.33854038383041,0.287671232876712,7.48136906265982,1.5013698630137,1.28373307817375,56,1,1,0,0,0,0,1,0,0,1,0,1741
"38603",0,7,80500,35.3,4059,2,2030,0,99.7895825049702,1,0,27,0,130,2,25.8628775834658,0,0,1,51.7304117647059,11000,0,186.509424603175,0,0,2494.41434114311,0,181,0,0,0,0,0,0,0,100,0,0,0,1,3,4,1,500,0,21.1226750686045,0,0,649,0,0,0,2.33854038383041,3.16229464726075,15.1200913242009,2.47417142158413,1.28373307817375,48,1,1,0,0,0,0,1,0,1,1,0,1742
"11813",0,33,11155,116.2,12962,0,1767.19720263553,1,69,0,0,69,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,116.2,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,0,2,12962,0,0,2,0,0,0,4,1,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,41,0,0,0,1,0,1,0,1,1,0,0,1743
"89741",0,2,203100,100.7,31318,0,1767.19720263553,7,109,1,0,48,0,110,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,1,2,0,4,0,0,1,21.1226750686045,0,0,179,58763,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,85,0,0,1,0,0,1,0,0,1,1,0,1744
"2836",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,82,0,1,0,0,1,1,1,1,1,1,0,1745
"40852",1,8,99895,22.8,10392,0,1767.19720263553,2,135,0,1,8,10186,130,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,464,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,0,5,0,0,0,21.1226750686045,0,0,406,0,13000,0,2.33854038383041,2.29041095890411,7.48136906265982,2.47417142158413,1.28373307817375,52,0,0,1,0,0,1,0,0,1,1,1,1746
"84631",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,1,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,25,0,0,0,0,1,1,1,1,1,1,0,1747
"15209",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,10,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,70,0,0,0,1,1,1,1,1,1,1,0,1748
"93897",0,8,40767,49,19972,0,1767.19720263553,5,172,0,1,22,26367,113,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,2,0,0,38,11.4912303766143,0,1,0,1,0,0,90.9,0,0,0,1,0,3,0,0,0,21.1226750686045,0,0,171,0,0,0,2.33854038383041,4.45753424657534,7.48136906265982,2.47417142158413,1.28373307817375,62,0,0,0,1,0,1,0,0,1,1,1,1749
"17522",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,1,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,65,0,0,1,0,1,1,1,1,1,1,0,1750
"6859",0,1,5350,102.4,5477,0,1767.19720263553,2,22,0,0,1,5250,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,1,6,227,0,1,2,2,0,0,0,1,60,0,0,0,1,0,100,2,0,0,0,0,0,0,4,2.33854038383041,3.16229464726075,7.48136906265982,0.0849315068493151,1.28373307817375,59,0,1,0,0,0,1,0,1,1,1,0,1751
"99998",1,6,65100,0.8,491,0,1767.19720263553,1,157,1,0,141,0,136,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,3,3,123,0,32,0,0,0,0,0,0,0,100,0,0,0,0,0,7,0,2000,0,21.1226750686045,0,0,0,0,15000,0,2.33854038383041,4.87123287671233,7.48136906265982,2.47417142158413,1.28373307817375,45,0,0,0,1,0,1,0,0,1,1,1,1752
"78397",0,28,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,66,11.4912303766143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,20,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,46,0,0,1,0,0,1,1,1,1,1,0,1753
"79207",0,24,23000,56.8,13069,0,1767.19720263553,2,33,0,4,24,18000,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,3,2.33854038383041,3.16229464726075,7.48136906265982,2,1.28373307817375,32,0,0,0,0,0,1,0,1,1,1,0,1754
"60659",1,6,282913,24.1,7945,0,1767.19720263553,1,93,4,1,49,15886,162,0,25.8628775834658,0,0,0,51.7304117647059,15886,0,186.509424603175,1,1,0,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,1,3,0,0,0,21.1226750686045,0,0,1845,0,21000,0,2.33854038383041,4.12328767123288,7.48136906265982,2.47417142158413,1.28373307817375,39,0,1,0,0,0,1,0,0,1,1,0,1755
"25547",1,20,291210,22.2,15914,1,0,2,163,2,1,20,20000,279,0,25.8628775834658,0,0,1,72,2000,0,186.509424603175,0,0,706,0,288,0,0,0,0,0,0,0,100,0,0,0,0,2,10,0,4000,0,21.1226750686045,0,20000,1043,0,25000,0,1.7041095890411,4.87123287671233,7.48136906265982,2.47417142158413,1.7041095890411,75,1,0,1,0,0,0,0,0,1,0,0,1756
"91753",1,33,69738,5.2,21508,0,1767.19720263553,4,129,1,1,41,50000,366,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,355,0,141,0,0,0,0,0,0,0,94.7,0,0,0,0,0,4,0,3000,0,21.1226750686045,0,0,430,0,0,0,2.33854038383041,3.45615689797141,7.48136906265982,2.47417142158413,1.28373307817375,48,1,1,0,0,0,1,0,0,1,1,1,1757
"72899",1,2,280466,92.4,57709,0,1767.19720263553,0,99.7895825049702,7,2,2,59966,152,0,25.8628775834658,0,0,3,96.1,0,0,186.509424603175,0,0,2494.41434114311,0,221,22.7,91,19,2,28,4,0,69.6,0,0,0,12,3,6,3,300,2,6,0,29140,1800,0,0,0,0.704109589041096,4.12328767123288,15.037210869077,2.47417142158413,0.205479452054795,87,1,1,0,0,0,1,1,0,1,0,0,1758
"6961",1,241,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,241,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,39,0,0,0,1,0,1,1,1,1,1,0,1759
"56832",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,1,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,38,0,0,0,0,1,1,1,1,1,1,0,1760
"78476",1,2,16600,20.3,3363,1,3363,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,74.7,0,0,186.509424603175,1,3,2494.41434114311,3,20,0,0,0,0,0,0,0,100,0,0,0,4,1,9,1,2500,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,1.29041095890411,2.47417142158413,1.28373307817375,27,1,1,0,0,0,0,1,1,1,0,0,1761
"33500",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,33,0,1,0,0,1,1,1,1,1,1,0,1762
"88699",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,21,0,0,0,0,1,1,1,1,1,1,0,1763
"11833",1,3,64855,42.6,27633,1,0,1,11,1,2,3,35455,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,20982,0,186.509424603175,1,2,4491,1,29,0,0,0,0,0,0,0,100,0,0,0,7,2,6,2,2500,0,21.1226750686045,0,14473,0,0,13000,0,0.956164383561644,3.16229464726075,2.45159817351598,2.47417142158413,1.28373307817375,49,1,0,0,0,0,0,0,1,1,1,0,1764
"72727",0,12,134623,21,17858,0,1767.19720263553,0,99.7895825049702,2,1,17,21423,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,79.3,0,0,186.509424603175,1,1,15,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,3,1,10,0,0,0,21.1226750686045,0,0,0,0,10000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,31,0,1,0,0,0,1,1,1,1,0,0,1765
"49623",0,9,57441,56.1,32251,2,5769,8,150,0,2,11,20563,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,98.5,2100,0,186.509424603175,4,7,290,1,96,7,0,1,0,1,0,0,90.5,0,0,0,3,2,9,0,4000,0,21.1226750686045,0,0,796,0,12000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,57,0,0,0,1,0,0,0,1,1,0,1,1766
"18777",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,53,0,0,1,0,1,1,1,1,1,1,0,1767
"38449",0,14,48699,67.9,33044,2,1412,0,99.7895825049702,10,1,23,7599,110,0.664687749743121,25.8628775834658,0,0,1,53,5900,1,21,0,1,13344,0,127,18.9,1003,0,0,0,0,0,100,0,0,0,2,3,10,0,2300,0,21.1226750686045,0,0,914,0,15800,0,2.33854038383041,3.45615689797141,7.48136906265982,2.47417142158413,2.79178082191781,28,1,0,0,1,0,0,1,0,1,0,1,1768
"11804",1,168,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,67,0,1,0,0,0,1,1,1,1,1,0,1769
"48077",1,11,131606,80.8,64300,0,1767.19720263553,1,11,7,2,11,68306,48,0,25.8628775834658,0,0,1,90.9,0,0,186.509424603175,0,1,2494.41434114311,0,49,11.4912303766143,0,10,1,12,0,0,71.4,0,0,0,12,1,3,0,0,0,27,0,37928,441,0,0,0,0.956164383561644,3.16229464726075,7.48136906265982,2.47417142158413,1.20547945205479,40,0,0,0,0,0,1,0,0,1,0,1,1770
"55695",1,249,10300,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,10300,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,80,0,0,1,0,0,1,1,1,1,1,0,1771
"70593",0,7,32726,3.8,1245,4,71,0,99.7895825049702,10,1,15,426,138.96011816839,0.664687749743121,25.8628775834658,0,0,2,40.1,1000,0,186.509424603175,0,0,2494.41434114311,2,150,3.7,768,0,0,0,0,0,100,0,0,0,3,2,18,1,5500,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,5.61917808219178,2.47417142158413,1.28373307817375,71,1,1,0,0,0,0,1,1,1,0,0,1772
"34502",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,38,0,0,0,1,1,1,1,1,1,1,0,1773
"78329",0,41,105200,1.2,1233,2,0,2,174,0,0,174,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,9400,0,186.509424603175,0,0,193,0,336,0,0,0,0,0,0,0,96,0,0,0,0,2,16,0,4000,0,21.1226750686045,0,0,0,0,20000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,58,1,0,0,0,0,0,0,1,1,1,0,1774
"95790",0,36,84300,0,0,0,1767.19720263553,0,99.7895825049702,1,0,63,0,131,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,91,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,500,0,21.1226750686045,0,0,751,0,10100,0,2.33854038383041,-0.380821917808219,7.61917808219178,2.47417142158413,1.28373307817375,43,1,0,0,0,0,1,1,0,1,1,1,1775
